,target,TweetText
1080765,4,@Musiqgirl I KNOW WHAT I'M TALKIN ABOUT 
388673,0,Having a small mental breakdown at the news of Star Trek's premature removal from the local cinema 
77906,0,Nap wasn't nearly long enough  But on the way to see Keane with T!
1116416,4,@bebbers It looks like I was an alternate and probably didn't make front page. But that's okay   Would have replied- but didn't know how!
1576228,4,@KellyDivine O.k. Did you get something good for Bath &amp; Body Works? It's hot outside. Time for a nice bubble bath. 
59120,0,My race got canceled.  I feel like someone took a hammer to my heart.  That's a lot of training for nothing.
286752,0,Real bad headache.....saira needs hugs 
278063,0,Sitting alone in Tabby's room. . . 
1054762,4,waitin 4 emma 2 get her arse in2 gear so we can go pub! its soooo SUNNY!!!! 
1291662,4,"@kathytravis KT, glad you are mending well, and certainly seem in good spirts! 58,000 Tweets is a perfect gift from us to Suze on Fri.  "
802429,4,"Close my eyes, all I see is dresses. LMAO. Listening to James Blunt's &quot;Same Mistake&quot; "
1560275,4,Waiting for Zac Brown Band to come on ahhhhh 
1262493,4,Latest book review Hard Candy - http://shar.es/HagD. Looking for a hot read this summer? Check the review! 
1538820,4,@IrrePlaceable7 @sky03fly yall ninjas aint gotta help me! imma have me a decorate my apt house day n do everything! 
521435,0,I forgot my stormcard 
1016391,4,"@andyhart today better than yesterday, then? it IS friday "
378508,0,"@DjInfamous804 i know you have... ,akes people NOT want to be on the phone "
1105777,4,"hello ya'll  im out the bac in the sun, ofcouse  what a loveeely dayy! "
1202827,4,late night sand volleyball on campus  bringin back the memories
1058064,4,re private social networking: I wouldn't join any club that would have me as a member 
1436120,4,busy day todayyy. bed in a feww 
1480046,4,@wenchpixie apart from the irritating cough and the blocked nose and croaky voice I'm peachy  its all worth it in the end 
1060094,4,Hanging with Charis!  We gonna eat some delicious chicken nuggs then hopefully seeing UP later tonight 
1544506,4,@CrissMLyric yes we shall! 
1249749,4,is feelin happy 4 a change 
639721,0,Why do I always get the really smelly people sit next to me on the bus? Why? 
1197521,4,@KumiKoalaStar  not busy but maybe yeah just another working day for everyone  Have to have at least 10 pages of dialog done for you guyz
79754,0,Icing my toe after banging it into something and re-aggravating it. 
714584,0,is hanging around the house having nothing to do 
1566381,4,"Let my love open the door, to your heart. "
1098251,4,@pandaeyes82 My pleasure 
1283386,4,i only leave clues! 
888635,4,"@Nemi72 I understand..some things can't be avoided   Good timing on the walk, but I do enjoy a walk in the rain too, if not raining hard"
686853,0,"@Smaulren Ohh, that's a shame.  Maybe tomorrow?"
667761,0,Ohhhhh what to do tonight.......the possibilities are... Slim when you're broke  
574883,0,@Jonasbrothers i wish i could but I don't live in Texas  Joe I love u with glasses by the way &lt;3
724647,0,"urg so bored , I WANT A MILKSHAKE SOOOOO BBBBAAAAADDD!!! "
345421,0,@c_ohme Holy cow are you serious???? I'm so sorry 
465229,0,@bill_archie i read &quot;now i got my allowance&quot;. ahhh i wisshhhh!! 
145878,0,Headache 
330342,0,XT Network data costs  come on guys ya network is so fast yet ya pricing plans are old school!! a real hit and miss http://www.telecom.co
1257632,4,"got A LOT of work done today! Holy productivity, Batman! Time to watch a movie! "
885118,4,"@viviansessoms Hi V, I've sorted list 4 U &amp; Chris tonite Re: Jazzcafe - see C's CPtime comcast email 4 more info, maybe c u both tonite "
949814,4,On my way to London!  Talk to you in about 4 days.
717462,0,my myspace is being retarded and won't let me chang my layout!!! 
64120,0,"@boxOFjuice yeah. my face is like, wet right now.  David Cook is also a part of some cancer foundation and I think that's sweet of him."
929705,4,"@Kenosha_Aikido LOL True.  Thank you. If you got that from my tweet, please ignore the &quot;Contact Us&quot; submission - same issue. &lt;rei&gt;"
1145220,4,The Bodysnatchers is on 
1350412,4,@mariedancerr okay good.  but i dunno whats happenening with that ahaha
1124326,4,The day i never thought i'd get through i got over you.   ha ha
55755,0,Me and @girisrini havin a Movie Marathon here. @girisrini leaving for home tonight  But it has been a wonderful weekend! YAY!!!
990812,4,@1twistedmind Awesome. Love Tony. I enjoyed Hatchet. So I'll definitely check out the sequel. 
947275,4,@dannygokey And we love u too Danny! 
268864,0,"argh, I missed all the fun guys!! That's what I get for trying to be productive today. "
363561,0,@EWAusielloFiles more Lost spoilers!? you're on a roll! UNFOLLOW 
772626,0,@laetha My water bottle is trumped by your iced tea.  I has a gum though
921222,4,@Nessie_Jake How are you? 
515779,0,Am also thinking I don't fancy going to work tomorrow 
1280461,4,@iversonks thanks for the greeting and hope we can keep in touch 
585063,0,@luckygnahhh are you still greening pics? I want my old one back and my bf apparently doesn't have photoshop anymore. 
995617,4,i have the urge to go to a bookstore and play sorry-i-kicked-you-in-the-fuckin-face-srsly-get-the-fuck-up. 
452083,0,@MissDisaBabi I used to love bobby v.. but his songs don't be hittin like they used to! 
1429118,4,ahh! goin to kahala beach to soak up some much needed sunshine! yah for bran finding my bathing suit 
605240,0,@marcooch  this weekend we should go mini golfing! + gona put my edward/taycob/manladykstew magnets on the fridge to make you feel better.
1153233,4,@al999 I just got this tweet from u. I'm watching rescue me season 2 
715915,0,@joerogandotnet Wow  how about afterwards?
863567,4,IT WAS SAID THERE WOULD BE A BLACK PRESIDENT WHEN PIGS COULD FLY...100 DAYS LATER...SWINE FLU!!!  HA HA HA  just playing with you 
1374482,4,@girlwonder24 Thanks. 
667014,0,"trying to study for the biggest test, next week! but isn't working, i think LOL "
1451234,4,Just finished watching Your Song Presents: Boystown. 
1181412,4,@janfran813 awww i can't wait to get one 
517910,0,doing nothing 
886975,4,@SaltyMomma Mine just chants &quot;britches - ON! pants - ON!&quot; then runs away from me so I don't put the clothes back on 
20883,0,has fever  http://plurk.com/p/oymjg
870106,4,if you have pets you need to meet the people at @centerpet great help for the furry ones! 
614139,0,everything i wanted i found it in you everything i dreamed of came true...  song makes me sadd_ CHiA PEt call me you whore lol
1332740,4,@onothimagen tempting but my audience needs a little more explanation...founds some text to work with now 
1475405,4,@dollarbillwill Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
456170,0,#mamam the IQ points and manners of new MM commenters seem to be on the decline 
1029165,4,imm off  lirturgy tomorrow  night 
813928,4,"@michaelgrainger thanks 4 asking, Always blessed here Michael, no complaints...older I get, the less needed...simplification is the key! "
159051,0,@WiltingSoul what's wrong? 
675183,0,que sexta mais chata Â¬Â¬ queria ter ido no show do the kooks 
953738,4,I am finally home! Yay  The first thing I am doing is having a huge platter of FRESH FRUITTTT.
1387793,4,@stevieenglish Substitute with SMS 
124711,0,"@fuzzy76 Agree. As it is now, We can get conversations or reach. We cannot talk in groups. "
1569259,4,@codyhafer That sounds so awesome; I'm so excited for you!! See you in 5 dayz! 
751122,0,@PhantomPen (OOC No ma'am! Taking some medicine for my cold! Sorry I didn't see your tweet.  )
1254953,4,i can see a rainbow from the train 
1261772,4,@madonnamike Do you want to still have an address? 
1444038,4,@thisgoeshere hahaha okay. I won't spoil anything for you. 
1540994,4,Did i mention how that i had a fruit bowl and red jell-o for breakfast? it was perfection 
858879,4,@Chellelilbmore 
1555387,4,hey y'all ... follow my wonderfully witty hilarious wisdom spewing husband @timjun (ok well you be the judge).  he just joined twitter 
1158921,4,"New Devin Townsend Project -album &quot;Ki&quot; is damn good shit. SO, different than him SYL-stuff "
454097,0,im sorry for people that don't follow that many folk and i fill their page thing :| just for tonight! i need to clear my page of @replies 
1278892,4,@pappe_it_is yup  itz my oldest email account which is still active from the year 2003 
897964,4,"but then again neither is my 2009 shit, hahahaha....  ok, i'm lying "
1258136,4,@MariiiC Hey girrrrrrrrrrl! how r you? 
125997,0,"@Choppsicle accordin 2 bbc weather, its rainin there 3days this wk "
573187,0,in bed sippin sprite and watchin slum dog milli...life blows right now 
702171,0,@Keasby_Vix and we never hung out.... 
831314,4,"@headlunging for this i downloaded real player (gah) sally taylor, spanish tapas recipies, a fantastic job geoff pls dont be embarrassed "
1040127,4,listening to @CHRISDJMOYLES watching Roo dance to Tinchy Stryder 
635569,0,@ANGiEROSALLy AHHHH i'm Mad i'm Missing it!!! GRRR 
1340541,4,I wait for @liiiindsaay 
203128,0,My head is pounding 
1251094,4,"Well, I appreciate the hug  @entreprediva"
253791,0,"um, accidentally cut down a branch with a birds nest in it. smashed two robin's eggs. very ashamed "
485983,0,I broked my finger playing cabbage ball yesterday  I think I need a new kitten to help me feel better!
543919,0,"i am fuckin wrecked! I should probably sleep early tonight, but i have so much work to do "
1044253,4,Loving u is cherry pie 
23141,0,@Alanabeard20 I love u AB!!! I'm on my way to church (glenarden) right now. Wish u were meeting me there 
559626,0,is now reading pages 300-322 of  my Soc stud textbook for tomorrow.  
596300,0,is feeling a little weird with the music tonight. so very very tired. maybe its the caffeine on that salad. 
103113,0,@isacullen so now i have to go back tomorrow. to do a crap 4 hour shift. on a day i thought i had off. 
87203,0,Turns out... I'm still gonna have driving sessions for the rest of my summer until the 21st. This is so tiring. 
783731,0,"Losing concentration again... Contemplating going to bed, but thats three decent hours of study I'll lose...  I hate exams."
471751,0,Stuck in the car at work in just a summery dress and it's raining! Thunder and everything! Help! 
848218,4,@ALOliver  - so did you go for the indian head massage yet??? - will loosien everything out for your ironing marathon 
1269976,4,@marianpatricia bye marian 
338010,0,English assignment 
89314,0,"bleh,  i feel gross. Happy Mothers Day (:"
509546,0,worst sciataca ever 
35467,0,"@ryancarson I'm a HBOS customer  been with them for years but yes I agree, thinking about moving."
211826,0,I'm tired but I can't sleep  Anne come sing me a song
148374,0,@dawn_dewar logie is popping up after his work. I had mum till about 2. Not in a room so no tv 
193057,0,I still have no dog or maid.  
1220321,4,@vacant_heart was responding to ur opera tweet 
689780,0,"Oh, but I do want to ask: Baby does Cheeks have to count against our celebs? We've followed him from the start.  Can he be a freebie?"
551740,0,"trying to download the Lily Allen stems, but browser keeps crashing "
20270,0,"I should have been sleeping an hour ago!! 1:40 A.M, ::sigh::  Still pulling together some loose ends for my 29th Birthday Celebrations."
1372015,4,Jason Bartha!  Poor Riley! &quot; I thought bejamin gates found the treasure &quot;
1057186,4,@Luhoo yes she does! 
736282,0,"Dropping @mrlich off for his 9-day class in CA. Missing him already.     Next, off to visit the 'rents for Dad's Day."
1207452,4,@jenelled_ti haha YOURE so cute j 
907940,4,@FragDolls ok I just love it when big buff tattoed (preferably Christian)  men strut...fluffy dogs are optional 
997138,4,hi gang...dani here and we have 686 bucks to give away with the secret sound!!  
392825,0,actually cancel that. Its gonna charge a bomb for it 
330159,0,"So tired... I hope Bayla sleeps through most of the way through the night again, but I doubt she will "
721181,0,@oddball_amy -pokes- heeey...I miss youuuu 
1286757,4,productive shopping today. brought home loads of accessories. n weirdest purchase of the day? Mortar &amp; pestle! I love the sale 
